id,title,vegetarian,vegan,dairyFree,veryHealthy,veryPopular,lowFodmap,ketogenic,image,aggregateLikes,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,calories,Fat_g,Saturated Fat_g,Carbohydrates_g,Sugar_g,Cholesterol_mg,Sodium_mg,Protein_g,Vitamin B3_mg,Iron_mg,Vitamin B2_mg,Calcium_mg,Vitamin B1_mg,Potassium_mg,Zinc_mg,Magnesium_mg,Vitamin B12_µg,Vitamin B5_mg,Vitamin E_mg,Fiber_g,Vitamin A_IU,Vitamin C_mg,Alcohol_g
1611,Grilled Swordfish With Fresh Vegetable Salsa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1611-556x370.jpg,0,18,36.9,58.27,4.83,"lunch,main_dish,dinner","butter,celery,fresh cilantro,garlic,green onions,lime juice,pepper,salt,serrano pepper,swordfish steaks,tomato,zucchini",252.4,16.21,7.24,3.02,1.59,97.42,321.39,23.09,9.14,0.72,0.1,23.16,0.11,636.67,0.91,42.15,1.95,0.5,2.79,0.89,799.36,10.4,0
1612,Cornmeal-Fried Trout with Grapefruit and Fried Sage,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1612-556x370.jpg,0,30,36.89,49.78,13.33,"lunch,main_dish,dinner","egg,red grapefruit,sage leaves,salt and pepper,trout fillets,butter,vegetable oil,water,yellow cornmeal",423.72,23.19,9.05,13.97,4.45,173.96,304.71,38.66,8.04,3.16,0.66,98.85,0.66,751.74,1.67,55.87,13.39,3.75,0.9,1.93,1143.15,20.04,0
1613,Sole with Tarragon-Butter ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1613-556x370.jpg,0,6,50.15,44.04,5.81,"lunch,main_dish,dinner","black pepper,butter,dry white wine,fat-free less-sodium chicken broth,fresh chives,fresh tarragon,garlic,salt,shallots,sole",208.81,8.5,3.98,2.52,0.6,89.98,1016.08,21.78,2.15,0.8,0.07,56.87,0.05,355.77,0.67,39.48,2.02,0.41,1.22,0,277.36,1.5,4.64
1614,Thyme-Crusted Buttery Halibut with Parsley ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1614-556x370.jpg,0,32,36.91,54.36,8.73,"lunch,main_dish,dinner","halibut fillet,lemon juice,olive oil,parsley leaves,salt and pepper,shallot,thyme leaves,butter,wondra flour",359.09,21.6,5.99,7.81,0.42,98.4,319.39,33,11.72,1.89,0.1,42.78,0.14,847.75,0.82,50.32,1.88,0.67,3.26,1.08,1635.96,24.4,0
1616,Salmon With Noodles,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1616-556x370.jpg,1,10,11.82,30.74,57.44,"lunch,main_dish,dinner","black pepper,butter,egg noodles,lemon juice,lemon zest,olive oil,poppy seeds,salmon fillet,salt",575.39,19.75,8.97,83.06,2.71,126.45,416.32,17.09,2.59,2.46,0.12,81.32,0.22,328.02,2.4,76.01,0.42,1.12,1.14,4.58,424.05,9.7,0
1617,"Tilapia With Balsamic Butter , Thyme Mashed Potatoes, And",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1617-556x370.jpg,108,27,20.79,56.17,23.04,"lunch,main_dish,dinner","balsamic vinegar,butter,butter,fresh thyme,garlic clove,olive oil,sugar snap peas,tilapia fillets,whipping cream,yukon gold potatoes",569.91,36.33,19.95,33.52,2.93,140.49,301.47,30.25,7.02,9.09,0.22,121.14,0.15,1387.38,1.36,96.46,1.87,1.56,2.09,6.77,1393.9,48.5,0
1618,Pan-Sautéed Trout with Capers,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1618-556x370.jpg,0,30,51.59,46.2,2.21,"lunch,main_dish,dinner","black pepper,butter,capers,dry white wine,fresh flat-leaf parsley,herbes de provence,lemon juice,lemon rind,salt,trout fillets",296.94,14.14,3.77,1.52,0.45,106.18,461.8,35.54,7.73,2.83,0.57,82.46,0.6,652.27,1.19,42.04,13.26,3.34,0.47,0.3,358.48,7.8,2.06
1619,Cook the Book: Cornmeal-Crusted Pan-Fried Trout,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1619-556x370.jpg,0,1,3.96,67.37,28.67,snack,"butter,canola oil,cornmeal,flour,fresh flat-leaf parsley,kosher salt,lemon wedges",235.54,17.81,3,17.06,0.29,7.53,220.12,2.36,0.85,0.88,0.05,0,0.11,64.46,0.53,18.42,0,0.13,2.59,1.68,171.93,1.86,0
1620,"Halibut with Pepitas, Capers, Cherry Tomatoes, and Basil",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1620-556x370.jpeg,7,16,43.8,51.36,4.84,"lunch,main_dish,dinner","basil,black pepper,capers,cherry tomatoes,dry white wine,halibut fillets,kosher salt,lemon juice,olive oil,pepitas,butter",350.67,17.47,5.51,3.71,1.32,98.4,1367.97,33.53,11.54,1.18,0.08,29.54,0.11,882.24,1.14,79.4,1.88,0.7,2.47,0.64,465.85,7.64,6.18
1621,"Floribbean"" Grouper with Red Pepper-Papaya Jam",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1621-556x370.jpg,0,28,35.35,26.9,37.75,"lunch,main_dish,dinner","black pepper,butter,egg whites,flour,grouper fillets,jalapeno pepper,lime juice,panko,papaya,red bell pepper,red wine vinegar,roasted cashews,salt,salt,sugar,sweetened coconut,water",468.25,13.82,7.63,43.64,25.76,73.69,454.33,40.85,2.64,3.44,0.32,87.92,0.32,1257.12,1.7,107.33,1.09,1.86,1.57,4.73,3214.32,129.08,0
1622,Seared Halibut With Lemon Caper ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1622-556x370.jpg,0,5,39.63,36.56,23.81,,"butter,capers,dry white wine,flour,fresh parsley,garlic,halibut steaks,lemon zest",175.04,5.62,3.14,8.24,0.54,45.53,137.65,13.71,5.01,0.73,0.08,16.41,0.11,350.83,0.39,23.72,0.76,0.31,0.57,0.39,254.31,2.23,4.94
1623,Cornmeal Crusted Cod with Pecans and Coconut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1623-556x370.png,0,20,24.71,58.89,16.4,"lunch,main_dish,dinner","butter,canola oil,cod filets,cornmeal,dill,egg,flour,grand marnier,hungarian paprika,milk,pecans,Salt  Pepper,stock,stock,total",597.17,39.16,10.32,24.54,2.97,146.6,475.82,36.96,5.08,2.67,0.33,79.69,0.42,909.29,2.32,97.51,1.76,0.85,4.12,3.67,1312.85,2.09,0.54
1624,Whole Baked Fish With Lemon Salt And Aioli,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1624-556x370.jpg,1,1,8.59,88.75,2.66,snack,"butter,egg,fish,garlic,lemon rind,lemon wedges,sea-salt",238.58,23.87,14.02,1.61,0.27,193.38,3720.72,5.2,0,0.76,0.18,36.89,0.02,75.04,0.56,6.21,0.38,0.63,0.98,0,828.49,3.4,0
1625,Cook the Book: Smoked Trout Chowder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1625-556x370.jpg,1,26,23.7,36.89,39.41,"lunch,main_dish,dinner","butter,carrot,celery,crackers,fresh chives,garlic,kosher salt,leeks,smoked trout,water,whole milk,yukon gold potatoes",373.4,15.4,6.87,37.03,12.98,85.93,528.88,22.26,3.85,4.57,0.54,311.84,0.25,1033.64,1.55,79.4,2.79,1.65,1.23,3.92,3708.43,16.71,0
1626,Pan-roasted Swordfish Steaks With Mixed-peppercorn Butter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1626-556x370.jpg,15,20,35.98,63.33,0.69,"lunch,main_dish,dinner","butter,fresh parsley,garlic clove,lemon peel,olive oil,swordfish,whole black pepper",380.24,26.34,10.5,0.65,0.03,142.77,239.43,33.67,13.22,0.74,0.1,16.14,0.13,725.44,1.15,50.8,2.92,0.62,4.27,0,566.08,0,0
1627,Red Snapper Gefilte Fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1627-556x370.jpeg,2,8,17.01,57.07,25.92,"lunch,main_dish,dinner","butter,egg yolks,fish stock,garlic,habanero chile,jalapenos,kosher salt,lemon zest,lime juice,matzo meal,orange juice,oregano,plum tomatoes,water,white onions,whole egg",495.19,31.32,16.82,32,4.74,199.58,3068,21.01,11.43,3.14,0.43,260.8,0.18,939,1.47,30.07,1.03,0.73,2.8,2.37,1729.27,27.48,0
1629,Halibut With Barbecue Tomato  And Honey-mustard Polenta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1629-556x370.jpg,0,35,28.54,44.05,27.41,"lunch,main_dish,dinner","bacon,balsamic vinegar,brown sugar,butter,chicken broth,extra virgin olive oil,garlic,grape tomatoes,halibut steaks,honey mustard,lime peel,milk,onion,pepper ,quick cooking oats,salt and pepper,scallions,worcestershire ",582.15,28.27,8.14,39.58,18.19,111.6,1095.16,41.21,13.59,2.34,0.25,136.05,0.35,1414.8,2.14,122.91,2.31,1.26,3.6,4.07,1392.72,30.61,0
1630,Manhattan-Style Fish Chowder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1630-556x370.jpg,0,36,39.74,17.86,42.4,"lunch,main_dish,dinner","bay leaf,black pepper,butter,canned tomatoes,carrot,celery,clam juice,dry white wine,garlic cloves,halibut fillets,onion,red potato,salt,thyme,tomato paste,water",352.91,6.58,2.96,35.17,14.73,84.12,1097.07,32.97,12.68,3.19,0.2,112.78,0.27,1590.25,1.41,93.87,1.69,1.25,3.43,5.98,4462.84,29.91,4.12
1631,Creamy Tuna With Tarragon And Egg Noodles,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1631-556x370.jpg,10,33,18.28,28.01,53.71,"lunch,main_dish,dinner","bell pepper,butter,chicken stock,dijon mustard,extra virgin olive oil,flour,half n half,onion,peas,salt,tarragon,water-packed tuna,wide egg noodles",596.06,18.6,7.72,80.28,9.04,115.69,556.9,27.32,9.43,4.15,0.39,111.42,0.39,744.9,2.99,96.4,1.44,1.26,2.49,6.85,3037.6,112.19,0
1632,Cod With Parma Ham  Asparagus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1632-556x370.jpg,14,27,47.91,46.03,6.06,"lunch,main_dish,dinner","asparagus,bouillon cube,butter,cod fish,cornstarch,dried parsley,fresh dill,lime,olive oil,prosciutto,Salt  Pepper,sugar,water",539.36,27.28,10.86,8.08,2.38,187.36,833.03,63.88,8.09,2.35,0.3,83.31,0.36,1546.54,1.96,119.83,3.21,0.79,4.02,1.66,764.57,15.15,0
1633,Yellowfin Tuna with Scallions and Ginger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1633-556x370.jpg,0,44,57.85,31.23,10.92,"lunch,main_dish,dinner","balsamic vinegar,ginger,ketchup,olive oil,salt and pepper,scallions,soy ,butter,yellowfin tuna",310.32,10.49,2.33,8.25,4.23,70.1,820.3,43.73,32.17,2.6,0.27,58.18,0.24,970.61,0.94,78,3.54,0.56,2.01,1.72,788.15,11.94,0
1634,Sauteed Flounder With Orange-shallot ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1634-556x370.jpg,15,7,27.67,19.46,52.87,appetizers,"butter,dijon mustard,dry white wine,flour,fresh parsley,haddock fillets,olive oil,orange juice,bell pepper,salt,shallot",53.25,1.07,0.27,6.57,3.88,8.88,80.59,3.44,1.36,0.46,0.08,0,0.06,223.7,0.26,14.06,0.28,0.32,1.33,1.64,2388.78,99.64,0.41
1635,Seared Tuna with Spinach and Root Vegetables,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1635-556x370.jpg,0,55,36.72,45.59,17.69,"lunch,main_dish,dinner","ahi tuna steak,baby spinach,canola oil,carrot,flat-leaf parsley,garlic clove,low sodium soy ,mirin,onion,parsnip,salt and pepper,butter,water,whole black pepper",310.08,15.73,3.8,13.74,4.53,50.62,378.02,28.5,10.6,2.57,0.39,72.75,0.36,719.29,1.2,101.5,10.7,1.54,3.85,3.53,8519.56,20.3,0.43
1636,Salmon With Waffle Glaze,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1636-556x370.jpg,0,2,27.73,45.56,26.71,snack,"brown sugar,butter,fish,bbq ,juice of lime,lime zest,salmon fillets,salt and pepper,soy ",90.29,4.73,2.11,6.23,3.85,23.72,495.23,6.47,2.5,0.4,0.12,12.72,0.08,194.79,0.24,13.23,0.92,0.54,0.16,0,117.79,9.3,0
1637,Crispy Skin Salmon,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1637-556x370.jpeg,60,25,34.57,62.87,2.56,"lunch,main_dish,dinner","dijon mustard,kosher salt,lemon juice,lemon zest,salmon fillet,tarragon leaves,butter",406.23,28.19,12.53,2.58,0.26,138.7,301.62,34.87,13.72,2.55,0.7,68.68,0.41,957.03,1.27,63.72,5.44,2.87,0.51,0.47,742.55,5.98,0
1638,Sautéed Tilapia with Lemon-Peppercorn Pan ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1638-556x370.jpg,0,8,36.46,41.22,22.32,"lunch,main_dish,dinner","black pepper,brine,butter,butter,fat-free less-sodium chicken broth,flour,lemon juice,salt,sole,vegetable oil",257.7,11.75,6.27,14.31,0.94,92.67,1305.53,23.38,3.2,1.2,0.14,46.39,0.17,351.01,0.7,37.32,2.11,0.54,1.38,0.58,246.75,11.8,0
1639,Salmon With Dijon Dill ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1639-556x370.jpg,80,2,38.38,57.55,4.07,appetizers,"cucumber,dijon mustard,fresh dill,kosher salt,olive oil,salmon fillets,shallot,butter,white wine",77.69,4.62,1.51,0.73,0.37,23.23,218.29,6.93,2.69,0.36,0.14,0,0.09,197.41,0.26,12.96,1.09,0.61,0.16,0,80.56,0,0.62
1640,Salmon Chowder With Tarragon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1640-556x370.jpg,0,44,36.83,54.06,9.11,"lunch,main_dish,dinner","bay leaf,celery,heavy cream,onion,parsley,salmon,salt,salt and pepper,salt pork,sauvignon blanc,tarragon,butter,water,whole milk,yukon gold",732.28,42.24,15.02,16.01,5.71,220.38,1177.48,64.75,24.26,4.88,1.36,204.98,0.77,1952.88,2.73,120.42,9.9,5.62,0.44,2.19,849.31,10.38,2.48
1642,Salmon with Red Wine-Balsamic ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1642-556x370.jpg,0,17,30.28,63.28,6.44,"lunch,main_dish,dinner","balsamic vinegar,dry red wine,heavy cream,olive oil,pepper,salmon fillets,salt and pepper,shallot,thyme,butter",548.68,31.93,11.56,7.32,2.89,133.93,277.65,34.38,13.4,1.66,0.66,37.57,0.39,886.14,1.16,54.19,5.45,2.89,1.41,0.3,541.64,0.95,12.6
1643,Salmon with Shiitake and Red Wine ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1643-556x370.jpg,0,36,30.12,39.63,30.25,"lunch,main_dish,dinner","beef stock,dry red wine,onion,salmon fillets,salt and pepper,shiitake mushrooms,thyme sprigs,butter,wild rice",670.31,25.89,10.8,44.47,5.55,131.18,518.64,44.28,19.42,3.18,1.01,65.77,0.51,1502.66,4.42,149.42,5.44,4.21,0.76,5.2,609.18,7.64,12.6
1644,DiSpirito's Seared Salmon with Onions and Rhubarb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1644-556x370.jpg,0,35,26.49,45.45,28.06,"lunch,main_dish,dinner","chicken stock,favabean,lemon juice,onions,palm sugar,rhubarb,salmon fillets,salt and pepper,sherry,thyme,butter,vegetable oil",737.23,34.35,18.72,47.7,15.39,117.03,349.3,45.05,15.06,3.78,0.84,148.81,0.57,1567.01,2.65,127.12,5.43,3.25,0.99,9.11,420.4,14.21,9.27
1645,Tuna Melt For Two,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1645-556x370.jpg,1,47,48.08,15.59,36.33,,"fat free mayonnaise,green onions,ground pepper,multi grain bread,red bell pepper,reduced fat shredded cheddar cheese,water-packed tuna",176.24,3.07,1.07,16.08,4.14,29.74,486.51,21.29,8.76,2.18,0.18,111.96,0.14,286.57,1.35,46.65,1.88,0.39,0.76,2.9,773.95,26.04,0
1646,Salmon with Salsify and Celery Root Puree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1646-556x370.jpg,1,26,29.32,65.64,5.04,"lunch,main_dish,dinner","bacon,beef stock,black peppercorns,butter,celery root,coarse salt,dry savory,fresh thyme,garlic,olive oil,port,sage leaves,salmon fillets,shallots,syrah wine,salsify",646.99,42.55,11.34,7.36,2.26,134.42,831.92,42.76,16.41,2.23,0.79,45.51,0.57,1174.08,1.96,67.96,5.68,3.17,1.52,0.56,188.36,1.81,8.05
1648,Summer tray-baked salmon,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1648-556x370.jpg,150,70,25,46.14,28.86,"lunch,main_dish,dinner","basil,bell pepper,fennel,fresh peas,bean,lemons,bean,new potatoes,olive oil,runnerbean,salmon,sea salt,butter",647.03,33.65,8.87,47.36,8.9,115,288.99,41.01,16.89,4.36,0.86,88.78,0.7,1974.47,2.25,124.4,5.42,3.84,3.75,9.56,3205.1,174.38,0
1649,The Secret is in the ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://spoonacular.com/recipeImages/1649-556x370.jpg,0,58,29.58,62.34,8.08,,"breadcrumbs,capers,halibut,halibut,lemon juice,mayonnaise,olive oil,olive oil,parsley,parsley,bell pepper,scallion,sea-salt,sweet butter,tartar ,mix together",768.74,52.35,8.87,15.26,5.17,165.14,917.14,55.89,20.15,1.84,0.22,62.14,0.32,1455.69,1.54,83.41,3.23,1.4,5.5,2.42,2877.22,100.28,0
1650,Big City Salmon with Martini ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1650-556x370.png,0,28,35,60.5,4.5,"lunch,main_dish,dinner","butter,dry vermouth,fresh parsley,gin,heavy cream,bbq ,juniper berries,lemon juice,olive oil,peppercorns,pimento stuffed olives,salmon fillets,salt and pepper,shallot",442.68,26.55,7.49,4.44,1,119.31,398.97,34.55,13.48,1.85,0.67,46.54,0.4,911.06,1.21,56.52,5.44,2.93,1.52,0.74,718.97,11.42,6.44
1651,Pistachio-crusted Petrale Sole With Grapefruit-avocado Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1651-556x370.jpg,0,45,18.71,58.29,23,"lunch,main_dish,dinner","avocado,breadcrumbs,butter,fish,grapefruit,honey,kosher salt,red leaf lettuce,salad mix,sole,unsalted pistachios,walnut oil,white wine vinegar",593.01,39.79,9.01,35.33,11.73,88.61,824.21,28.74,4.5,3.56,0.34,146.39,0.44,1211.55,1.92,100.69,1.78,1.87,3.4,9.67,9877.88,54.96,0
1652,Crispy Baked Cod,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1652-556x370.jpg,0,14,52.13,30.67,17.2,"lunch,main_dish,dinner","bread crumbs,cod,dijon mustard,fresh parsley,garlic,lemon zest,low fat mayonnaise,salt,butter",255.83,8.48,4.11,10.7,1.04,88.71,455.1,32.43,4.46,1.5,0.17,60.88,0.28,751.43,1.03,63.52,1.61,0.37,1.37,0.87,416.84,5.3,0
1655,Smoked Haddock Chowder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1655-556x370.jpg,0,30,38.8,24.38,36.82,"lunch,main_dish,dinner","butter,haddock,leeks,milk,onion,parsley,potatoes,prawns,tomato concentrate",271.32,7.38,4.02,25.09,5.98,146.42,527.79,26.44,4.48,5.89,0.24,209.63,0.12,955.23,1.73,78.88,2.08,1.08,1.4,4.1,1825.45,32.88,0
1656,Ahi Tuna With Kale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1656-556x370.jpg,6,1,0.88,88.59,10.53,,"butter,dry white wine,fresh ginger,garlic,garlic,grainy mustard,honey,olive oil,sea-salt,shallots,white wine vinegar",444.19,38.34,6.22,10.26,6.91,5.09,204.21,0.86,0,0.88,0.02,24.34,0.05,117.13,0.24,16.39,0,0.1,5.26,0.53,66.69,1.75,8.24
1657,Hooked On Halibut,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1657-556x370.jpg,1,60,64.32,27.23,8.45,"lunch,main_dish,dinner","bell pepper,dairy free margarine,halibut steaks,lemon juice,onion,paprika,salt",516.58,15.12,3.64,10.56,5.77,208.37,1547.84,80.36,28.62,1.27,0.22,48.09,0.28,2121.67,1.84,114.05,4.68,1.81,6.81,2.67,3672.35,116.39,0
1658,Oven-Fried Catfish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1658-556x370.jpg,0,1,23.53,23.16,53.31,snack,"corn flakes cereal,creole seasoning,farm raised catfish fillets,fat-free mayonnaise,hot ,lemon juice,lemon wedges,salt",42.28,1.18,0.25,6.09,1.62,8.45,139.72,2.69,0.98,1.19,0.07,0,0.06,86.92,0,6.34,0.6,0.14,0.26,0.87,223.17,11.47,0
1659,Salmon With Green Goddess ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://spoonacular.com/recipeImages/1659-556x370.jpg,18,31,18.63,75.99,5.38,"lunch,main_dish,dinner","anchovy paste,butter,fresh basil leaves,garlic,lemon juice,mayonnaise,salmon,salt and pepper,scallions,shallots,sour cream,white wine",856.3,68.53,17.49,10.93,6.11,160.22,826.38,37.8,14.34,2.76,0.81,142.35,0.45,1170.48,1.81,78.72,5.67,3.3,2.51,1.59,1146.37,12.93,6.18
1660,Smoked Haddock With Puy Lentils,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1660-556x370.jpg,0,7,3.93,82.21,13.86,snack,"butter,capers,garlic clove,lemon,lentils,parsley,smoked haddock",211.32,20.72,12.91,7.86,1.65,54.52,322.52,2.23,0.54,2.25,0.06,64.58,0.06,255.07,0.42,22.01,0,0.27,0.92,2.77,3044.53,67.2,0
1663,Crispy Halibut With Lemony Basil ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1663-556x370.jpg,0,6,11.83,64.03,24.14,,"basil leaves,canned coconut milk,canola oil,halibut steaks,juice of lemon,milk,panko bread crumbs,roma tomatoes,Salt  Pepper,shallot,butter,white wine,zucchini",308.88,21.32,15.93,18.07,6.95,32.28,131.34,8.86,3.24,2.06,0.19,76.6,0.21,622.67,1.07,55.46,0.36,0.55,0.71,3.06,744.49,24.14,3.09
1664,Evening Star Salmon In A  Of Scotch And Shiitake,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1664-556x370.jpg,0,28,22.91,64.46,12.63,,"butter,ground coriander,heavy cream,honey,lemon juice,parsley,salmon,salt and pepper,scotch,shallots,shiitake mushrooms",728.95,47.67,24.37,21.02,12.61,212.64,429.59,38.11,17.87,2.25,0.97,77.31,0.43,1297.4,2.53,82.19,5.54,4.76,1.07,3.52,1549.41,7.07,10.62
1665,Roast Monkfish in Sake Broth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1665-556x370.jpg,0,18,43.84,37.32,18.84,"lunch,main_dish,dinner","fish,fresh ginger,fresh ginger,garlic cloves,miso,monkfish,peppercorns,sake,salt and pepper,scallion,shiitake mushroom caps,soy ,turnips,butter,vegetable oil,water",363.72,13.84,8.43,15.72,5.8,71.31,656.52,36.58,7.57,1.81,0.28,74.33,0.13,1236.4,1.78,79.85,2.21,1.41,0.6,4.09,201.28,26.72,4.83
1666,Crispy Pan-Fried Sole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1666-556x370.jpg,0,14,35.81,48.64,15.55,"lunch,main_dish,dinner","bread crumbs,eggs,fresh thyme,lemon sole,olive oil,pepper,salt,butter",392.17,20.84,6.7,14.99,1.37,222.57,1006.13,34.51,3.74,2.02,0.26,104.98,0.26,448.17,1.4,54.09,2.9,0.98,2.91,1.01,427.3,0,0
1667,Quick-Cured Sake Salmon with Quinoa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1667-556x370.jpg,0,31,30.02,28.3,41.68,"lunch,main_dish,dinner","butter,carrot,chili paste,fresh parsley,garlic cloves,kosher salt,olive oil,onion,orange juice,quinoa,red bell pepper,sake,salmon fillet,salt,sugar,water",501.52,12.47,2.29,41.32,6.64,65.06,806.07,29.76,10.07,3.26,0.61,57.26,0.47,998.9,2.22,132.19,3.61,2.4,1.71,4.11,3486.47,42.87,14.49
1668,Basil-Steamed Halibut with Lemon Crème ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1668-556x370.jpg,0,47,64.49,29.05,6.46,"lunch,main_dish,dinner","black pepper,carrots,crème fraîche,egg yolk,fish,fresh basil leaves,garlic clove,halibut fillets,lemon juice,onion,sea salt,butter,water",424.34,13.54,6.28,6.77,3.15,233.27,544.03,67.62,18.14,1.77,0.24,90.17,0.21,1446.06,1.55,100.83,4.69,1.73,2.28,1.49,5866.67,6.56,0
1669,Lemon Sole With Flageolet bean,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1669-556x370.jpg,0,68,63.57,33.76,2.67,"lunch,main_dish,dinner","butter,lemon,lemon sole,bean,olive oil,parsley,plum tomatoes,red onion",1459.57,53.16,12.5,9.47,4.35,820.75,5374.67,225.18,19.44,4.31,0.4,413.48,0.46,3226.74,6.07,344.17,20.35,3.53,14.07,2.59,2140.35,39.2,0
1670,Cook the Book: Quick-Cured Salmon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1670-556x370.jpg,0,15,28.22,70.6,1.18,"lunch,main_dish,dinner","butter,celery leaves,dill,olive oil,pumpernickel,salmon filet,scallions,sea-salt",325.2,25.29,5.62,0.94,0.15,73.12,286.94,22.75,8.98,1.12,0.44,20.69,0.26,578.17,0.77,34.9,3.61,1.9,2.16,0,250.55,1.35,0
